No,description,tags
397,bhuvneshwar to gambhir one run too legsidish from bhuvi glanced away to fine legbhuvneshwar to m pandey one run full on off pandey wrists it wide of longonbhuvneshwar to gambhir one run short on off gambhir splices the pull through midwicketbhuvneshwar to m pandey one run this time its manish pandey a direct hit from karn sharma would have been curtains for him ,sports scotty styris cricket gautam gambhir punjabi people short wrists stumps pull wide throws leg-sidish hit glanced back hit full
398,barinder to m pandey one run tries to manufacture a pull shot on this length delivery the width wasnt quite there ends up dragging it wide of midwicketbarinder to gambhir one run a direct hit from shikhar dhawan and gambhir would have been a goner he gave up midway tapped this slower ball towards cover and set off for a quick single dhawan aims and misses gambhir can breathe a sigh of relief nowbarinder to gambhir wide,sports cricket gautam gambhir punjabi people shikhar dhawan dhawan ball shot off leg pull shot cover pull wide misses bowl breathe sigh relief dragging hit hit quick length
399,barinder to gambhir no run the slower offcutter in the corridor of uncertainty gambhir wants to run it down to third man but makes no contactbarinder to gambhir fourbarinder to gambhir four hes played that shot so well all day when it is short gambhir had no second thought in his mind jumps back and murders the pull over midwicketbarinder to gambhir no run pacy goodish length ball outside off,sports cricket gautam gambhir punjabi people indian premier league ball shot over third man length delivery delivery pull swing off-cutter late-cut pacy man second third back classy hangs played run length backward
400,ashish reddy to gambhir one run tries to flick one through the legside and is early in doing so ashish reddy to m pandey one run sits up on the stumps neatly tucled through midwicketashish reddy to gambhir one run wristed to deep midwicketashish reddy to gambhir four overcompensates this time slips a length ball down leg and pays the price gambhir halfturns and pulls along the ground behind square leg,sports square leg14.2 cricket gautam gambhir punjabi people ball leg edge slips flick square dribbles deep ground wristed back half-turns pulls one length behind
401,ashish reddy to gambhir four too much of width on offer and gambhir goes up and over cover flays it over extra cover with an uppish loftashish reddy to m pandey one run fullish on the stumps driven to longonmustafizur to m pandey three runs pandey taps this length delivery towards point and sets off for a quick single the fielder fires a direct hit at the bowlers end and ends up conceding overthrows barinder sran does well at longon to slide and stop it from crashing the boundary boardsmustafizur to m pandey no run pacy length delivery angled wide of off pandey plays inside the line and misses,ashish reddy fielder ashish reddy cricket in india cricket over length delivery delivery off long-on stop fires cover point wide boundary pacy line extra uppish hit end crashing hit quick length
402,mustafizur to a russell out bowledmustafizur to gambhir one run a rare bad delivery from mustafizur rahman which goes scotfree full toss on the pads gambhir flicks square on the legside and finds deep square,sports andre russell cricket bowling yorker bowled dismissal andre russell bat delivery wrists yorker stumps flicks square leg-side deep leg-side delivered batsmen bad
403,mustafizur to gambhir two runsmustafizur to a russell one runashish reddy to a russell one run angled into the pads flicked in the air and over midwicketashish reddy to a russell no run full at the stumps pushed to the right of ashish reddy who stops in his followthrough,sports russell ashish reddy cricket gautam gambhir crease ashish reddy dismissal yorker over leg front crease yorker pushed crease deep extra toe-smashing point12.6ashish backward air full
404,ashish reddy to a russell no run slower delivery just outside off stump russell defends off the front footashish reddy to uthappa out lbw,sports russell ashish reddy cricket kodava people robin uthappa ashish reddy dismissal stump bat delivery off leg front middle stump umpire defends call walk hit replay lost hit finger excellent impact break
405,ashish reddy to uthappa no run beaten uthappa tries to use the pace on this short of length delivery and guide it down to third man but totally misses itashish reddy to gambhir one run thats nicely placed and gambhirs raises another ipl fifty ashish reddy starts off with a slower delivery close to the off stump but its short enough and gambhir had all the time to wait on the back foot and guide the drive past backward point mustafizur to gambhir one run rounds off the yorker ,sports ipl kkr ashish reddy kkr skipper cricket indian premier league gautam gambhir punjabi people robin uthappa ashish reddy length delivery delivery off short right-arm foot yorker drive pace ipl misses third back rounds drive close length backward
406,yorker on the stumps flicked away through midwicketmustafizur to gambhir no run shortish outside off chopped in front of backward pointmustafizur to gambhir no run too full aimed at legstump gambhir jams it straight to midwicketmustafizur to uthappa  run fullish on the pads uthappa clips through midwicketmustafizur to gambhir  run the slower offcutter outside off gambhir uses the width to steer it down to third manmustafizur to uthappa  run ks back of a length outside off uthappa opens the bat face to,sports cricket kodava people robin uthappa gautam gambhir bat front straight off-cutter chopped third back face length backward full
407,mustafizur to uthappa wide back of a length sprayed down the wrong line arrowed down leg as uthappa flicked and missedkarn sharma to uthappa one run a little shimmy and a dink shot towards deep midwicket to keep strikekarn sharma to gambhir one run full again gambhir swings hard and drags off the bottom half through square legkarn sharma to gambhir four this time through midwicket ,sports square leg10.4karn sharma whip cricket kodava people robin uthappa gautam gambhir ball shot off leg wrists mid-wicket mid-wicket deep mid-wicket flick square deep third hard back length full half
408,karn sharma to gambhir fourkarn sharma to gambhir four gambhir aint missing out on this one short and wide he rocks back and cuts fiercely to the right of deep backward point bhuvi dives but to no availkarn sharma to gambhir no run slider outside off gambhir cuts and misses,sports gautam gambhir cricket gautam gambhir punjabi people indian premier league pitch over off drive dives dive inside-out beating deep extra turf back drive backward
409,henriques to gambhir one run short of a length and well outside off flatfooted drive towards longoff for a runhenriques to uthappa one run length ball on uthappas pads tucked away behind square on the onside for a singlehenriques to gambhir one run on a good length and just outside off punched down towards longoff for a singlehenriques to gambhir wide henriques sprays this one miles outside off called as a widehenriques to gambhir no run fuller length delivery and slanting across the lefthander gambhir had to reach out for the drive and is beaten,sports cricket gautam gambhir punjabi people robin uthappa indian premier league ball length delivery delivery short punched drive on-side square drive one good length called behind
410,henriques to uthappa one run short of a good length and on off nudged away towards midon for a singlehenriques to uthappa six cracking shot legstump halfvolley from henriques uthappa shuffles across gets inside the line and flicks it high and over backward square leg for a maximumbhuvneshwar to gambhir four nicely played by gambhir short and just outside off he swivels across and flicks it fine beats long leg to his leftbhuvneshwar to uthappa one run back of a length and just outside off dabbed to the left of backward point for a run,sports cricket kodava people robin uthappa gautam gambhir over leg short square leg backward point point leg-stump flicks shuffles half-volley line square mid-on back played high good length backward
411,bhuvneshwar to gambhir one run short and on gambhirs hips pulled away behind square on the onside for a singlebhuvneshwar to uthappa one run back of a length and just outside off steered away towards third man for a singlebhuvneshwar to uthappa wide the bouncer from bhuvneshwar went sailing over uthappas head called as a wide for heightbhuvneshwar to gambhir one run on a good length and well outside off gambhir plays a flat footed drive just a single towards longoffbhuvneshwar to gambhir two runs too short from bhuvneshwar gambhir swivels across and pulls it in front of square on the onside,sports head cricket gautam gambhir punjabi people robin uthappa bouncer over third man short single front flat wide bouncer on-side square man third back footed pulls good length called behind
412,henriques to uthappa no run lovely delivery from henriques ties up uthappa in knots on a good length and a hint of late away movement uthappa was lured into playing at that almost walked into the shot and is beaten on the outside edgehenriques to gambhir one run the inswinging yorker from henriques gambhir spots it early and flicks it to the left of midwicket scampers across for a quick singlehenriques to gambhir four too short from henriques,sports cricket kodava people robin uthappa gautam gambhir shot delivery short yorker beaten flicks bowl walked second back inswinging quick late run good length playing ties
413,henriques to gambhir two runs back of a length and just outside off gambhir waits on it and dabs it behind square on the offside comes back for the second runhenriques to uthappa one run fuller length delivery and well outside off punched firmly towards midoff calls for a quick single and gets it with easehenriques to uthappa no run the slower ball to start from henriques uthappa was left poking at that and is beaten moises henriques rightarm fast medium comes into the attack,sports cricket kodava people robin uthappa gautam gambhir ball fast over length delivery delivery single right-arm front punched square bounced second back start quick pulls length behind
414,karn sharma to gambhir two runs poor ball from karn drops this one short and well outside off gambhir makes room and slices the cut behind square on the offside bhuvi gets across and keeps them down to a couple of runskarn sharma to uthappa one run the reverse sweep from uthappa doesnt get any decent connection the ball rolls away towards backward pointkarn sharma to gambhir one run flighted on off worked away in front of square on the onside for a runkarn sharma to gambhir no run karn drops one short and well outside off gambhir makes room for the cut and misses,sports cricket gautam gambhir punjabi people robin uthappa karn sharma ball short front flighted slices reverse room on-side square couple one behind backward
415,karn sharma to uthappa one run tossed up and on the stumps uthappa goes back and works it towards longon just a singlekarn sharma to gambhir one run flighted and just outside off worked away in front of square on the onside for a singlekarn sharma rightarm leg break comes into the attackbarinder to uthappa no run the slower offcutter to end the over uthappa poked at that and is beaten comprehensively bounces once before reaching the keeperbarinder to gambhir one run low full toss from sran ends up drifting onto gambhirs pads he was looking to flick and gets a bottom edge past square leg  for a single,sports cricket kodava people robin uthappa gautam gambhir leg right-arm front square leg drifting beaten flighted off-cutter flick on-side bounces square reaching back end full
416,barinder to gambhir fourbarinder to gambhir two runs thats a rank slog from gambhir slower delivery from sran gambhir cleared his left leg and dragged it past square leg he was always coming back for the second run the return from the deep is accurate but gambhir slid his bat well in time and beat the throwthird umpire has been called for a runout chancebarinder to gambhir no run fuller length,sports karn fielder cricket gautam gambhir punjabi people ball bat over delivery leg short front umpire slog square deep man bounced second return back run-out pulls one called behind
417,barinder to uthappa one run back of a length and just outside off dabbed away with an open face towards third manmustafizur to gambhir no run short of a length and well outside off slapped straight to the fielder at coverpointmustafizur to gambhir no run fuller length delivery and just outside off gambhir went hard on the drive and mistimed it towards midoffmustafizur to uthappa one run a direct hit and gambhir would have been running back to the pavilion tip and run stuff from uthappa,sports fielder running back cricket punjabi people gautam gambhir robin uthappa length delivery delivery off short straight running drive mistimed stuff third hard hit back face drive hit late slapped run length
418,mustafizur to uthappa no run the offcutter from mustafizur gets some extra bounce on that uthappa was prodding forward and is struck on the bottom hand gambhir wanted a quick single and is sent back even as uthappa wringes in painmustafizur to gambhir one run on a good length and in that channel outside off gambhir plays with a slightly open stance and jabs it behind square on the offside for a single,sports cricket kodava people robin uthappa punjabi people gautam gambhir dismissal length delivery delivery short single front middle cover stumps bounce off-cutter glove bounce picked struck missed forward extra struck back quick late three completed good length
419,mustafizur to uthappa one run short of a length and on off uthappa nudges it behind square on the onside for a singlemustafizur rahman comes into the attackbarinder to gambhir no run short of a good length and holding its line outside off gambhir shimmies down the track as he went for the cut beaten by the extra bouncebarinder to gambhir no run on a good length and just outside off gambhir pushes it straight to short extra coverbarinder to uthappa one run,sports cricket gautam gambhir punjabi people robin uthappa short straight beaten track line off-stump on-side square extra holding good length behind
420,barinder to uthappa fourbarinder to uthappa no run on a length and on the stumps uthappa gets halfforward and pushes it towards the onsidebarinder to gambhir one run fuller length delivery and a hint of swing away from the lefthander gambhir went hard on the drive and mistimes it towards midoff calls for a quick single and gets it with easebhuvneshwar to uthappa no run short of a length,sports head cricket kodava people robin uthappa gautam gambhir dismissal over length delivery delivery short single drive swing mistimes bounces mid-on couple forward hard back half-forward drive quick length
421,bhuvneshwar to uthappa two runs back of a length and well outside off uthappa steers it behind square on the offside the fielder at third man gets across and keeps them down to a couple of runsbhuvneshwar to uthappa four lovely shot uthappa has started well tad fuller and a hint of angle back into the righthander uthappa shuffles across stays firm closes the face of the bat at the last moment and eases it to the left of midon no need to run for thosebhuvneshwar to uthappa no runinducker from bhuvneshwar nipped back into uthappa he prodded across and defended it with a straight bat,sports uthappa fielder cricket kodava people robin uthappa bat third man straight shuffles square defended couple man third back face run length last behind
422,bhuvneshwar to uthappa no run tad fuller and shaping away from outside off drew uthappa into playing away from his body and beat him on the outside edgebhuvneshwar to uthappa no run short of a good length and just outside off uthappa prods across and defends it towards the offsidebarinder to gambhir no run short of a good length and just outside off gambhir stays behind the line and punches it towards extra coverbarinder to gambhir four thats easy pickings for gambhir,sports prakash cricket kodava people robin uthappa gautam gambhir short defends line extra first ground spectators pickings good length behind playing
423,short from sran gambhir swivels across and pulls it over midwicket a couple of bounces and over the ropesbarinder to gambhir no run short of a good length and shaping away from outside off gambhir threw his bat at that and is beaten by a long waybarinder to gambhir no run tad fuller and just outside off gambhir pushes forward and defends it with an open face towards coverbarinder to gambhir no run fuller length delivery and a hint of swing away from outside off gambhir covers the line lifts his bat barinder to uthappa one run,sports cricket gautam gambhir punjabi people robin uthappa bat over length delivery delivery short beaten swing defends bounces couple forward covers back nipping face pulls good length
424,barinder to uthappa wide short of a length and slipping down the legside uthappa was looking to flick and missed called as a widebhuvneshwar to gambhir no runbhuvneshwar to gambhir no run tad fuller and angling across the lefthander gambhir covers the line lifts his bat and lets it gobhuvneshwar to uthappa one run on a good length ,sports cricket gautam gambhir punjabi people robin uthappa bat short foot flick mid-on forward covers slipping good length called
425, uthappa drops it in front of coverpoint calls for a quick single gambhir beats the throw at the strikers endbhuvneshwar to uthappa four lovely shot overpitched and well outside offbhuvneshwar to uthappa no run much better from bhuvneshwar on a good length and swinging away from outside off drew uthappa into playing an airy fairy drive beats him on the outside edgebhuvneshwar to uthappa two runs good start from uthappa on a good length and a hint of nip away from outside off uthappa leans forward presents the full face of the bat drives it on the up,sports cricket kodava people robin uthappa bat front throw full face drives fence striker's square swinging face start quick drives good length full playing
426,a russell to bhuvneshwar byes one run another back of a length delivery and just outside off bhuvneshwar connects with thin air as he looks to club it across the line good finish to srhs innings ,sports russell six length delivery delivery track results chase practice back turn side good length air
427,tricky target to chase downbhuvneshwar kumar right handed bat comes to the crease   russell to ashish reddy out ashish reddy run out one run completed reddys brief cameo comes to an end slower short one reddy gets it past russell with his heave but shakib from longon swoops down on the ball quickly and fires in a throw at the batsmans end despite reddy putting in a desperate dive he finds himself short of the crease as uthappa whipped the bails off in no time ashish reddy run out shakibuthappa a russell to ashish reddy thats out run outa russell to ashish reddy two runs the razor sharp yorker from russell reddy squeezes it down to longon a poor throw,sports russell ashish reddy cricket indian premier league ashish reddy robin uthappa reddy indian films ball off long-on short fires crease yorker throw crease bails chase slower run run out
428,facilitates the pair to collect a couplea russell to karn sharma one run banged in short sharma tries to club it over midwicket after clearing his front leg he gets an edge to deep backward point  russell to ashish reddy one run full and straight reddy drills it past the diving bowler for a single to longoff a russell to karn sharma  run the slower one that dips on sharma he helps it down to deep midwicketandre russell  is back into the attack  u yadav to ashish reddy six good strike by reddy yadav yanks his length back reddy clubs it over,sports russell ashish reddy ashish reddy cricket in india ashish cricket over mid-wicket single front mid-wicket bowler edge strike diving deep back pair one good length backward full
429,deep midwicket that goes all the way u yadav to ashish reddy no run if yadav had effected a directhit then karn at the nonstrikers end would have been a goner the toecrusher from yadav reddy squeezes it out to the right of the bowler where yadav picks it up and ushers in a throw at the bowlers end but misses the batsman was a long way out of the crease u yadav to ashish reddy wide slower short delivery and outside off reddy misses with his upper cutkarn sharma left handed bat comes to the crease u yadav to eoin morgan out caught by shakib another incision has been made back of a length delivery on middle and leg morgan,sports incision eoin morgan ashish reddy cricket ashish reddy sports dismissal ashish length delivery delivery short mid-wicket middle throw mid-wicket batsman caught misses end length
430,manufactures room and clubs it towards deep midwicket where shakib runs from longon to his left and takes a good running catch with both hands morgan was trying to clear the bigger part of the ground and that is never easy good knock by morgan though eoin morgan c shakib b u yadav u yadav to eoin morgan u yadav to ashish reddy one run fullish and on the stumps reddy gets his heave to deep midwicket u yadav to eoin morgan one run morgan makes room but yadav follows him with a good length delivery one run full and straight ,sports eoin morgan ashish reddy eoin morgan c shakib cricket in india ashish reddy cricket runs long-on catch point running catch room knock deep ground quick good length full
431,midwicket umesh yadav  is back into the attack m morkel to eoin morgan six morgan butchers this short of length delivery over deep midwicket for a maximum it came right off the screws with it he also cracks a valuable fifty m morkel to ashish reddy one run short of length delivery and outside off slashed to third man m morkel to eoin morgan one run back of a length delivery and outside off slapped to deep extra coverashish reddy right handed bat comes to the crease m morkel to n ojha,sports 3m eoin morgan ashish reddy cricket in india ashish reddy morkel cricket over length delivery delivery off short mid-wicket mid-wicket deep mid-wicket deep extra third back slashed slapped length
432,out caught by chawla russell has taken a blinder at longon he runs around the boundary rope backtracks a bit eventually leaps in the air and then with his lefthand pouches it however by then it was crystal clear that he would lose his balance and run over the boundary rope as a result he showed the presence of mind to flick it back into play where chawla was waiting for it he takes it morkel also was fine with his front foot it was a mishit from ojha to a short of a length ball and he paid the price for it n ojha c chawla b m morkel m morkel to n ojha thats out caughtm morkel to eoin morgan one run back of a length delivery and morkel follows the batsman morgan dabs it to backward point and steals another run,sports russell eoin morgan morkel ball runs over length delivery delivery short front backward point point umpire caught boundary flick leaps back blinder backtracks left-hand mis-hit run length backward air steals
433,m morkel to n ojha one run shortish delivery and slanting in ojha backs away and cuts it to third manshakib to eoin morgan six morgan is suddenly in prime form now here he shows his ability to land the big shots by lofting a flatter delivery over longoff and it clears the boundary rope with ease he also sunk on one knee there to execute the shot shakib to n ojha one run flatter delivery and on the stumps ojha drills it to deep extra cover for an easy single shakib to eoin morgan leg byes one run morgan looks to paddle and misses ,sports eoin morgan scoring bye ojha leg bye eoin over delivery leg cover boundary paddle knee deep extra third leg-bye collects one shots
434,shakib to eoin morgan no run good work there by shakib morgan drills it back to shakib who uses his lefthand to stop it and then looks to run out his partner at the other end but ojha dives back just in the nick of time shakib to n ojha one  run from over the wicket shakib lands it on a shorter length ojha cuts it to sweeper covershakib to eoin morgan one run morgan chops it to short third man to pinch a quick singleshakib al hasan  is back into the attackstrategic timeout in place now we have to wait and,sports eoin morgan al hasan sweeper cricket dhaka premier division cricket league bengali people shakib al hasan shakib over third man short stop sweeper dives total time-out man third back left-hand quick run good run out
435,watch m morkel to n ojha two runs ojha slices the loft towards deep extra cover where umesh yadav runs around the circumference and flicks the ball back into play another fielder fires in a throw but by then the pair had pinched a couple m morkel to n ojha six the two have now stitched a stand of fifty runs it has come at the right time for srh short in length and angling in ojha backs away and upper cuts it over the third man boundary for a maximum m morkel to n ojha no run shorter in length and hurries ojha into his pull shot he mistimes it to mido m morkel to,sports 3m cuts ojha fielder morkel ojha ball runs over third man fires pull flicks boundary mistimes slices stand loft momentum deep man extra third stitched hurries back pinched pair two length
436,eoin morgan  one run the slower one and outside off dabbed to third man who swoops down on the ball quickly to keep the duo to a single m morkel to n ojha one run good length delivery and on the stumps tucked to short midwicketm morkel to eoin morgan one run full and outside off morgan mistimes the drive to suryakumar yadav at midoff who fires in a throw at the nonstrikers end but misses i think morgan had made his ground by thenmorne morkel is back into the attack narine to n ojha no run ojha this time offers a front foot defence to this flatter delivery,sports eoin morgan cricket indian premier league afrikaner people white south african people morné morkel suryakumar yadav morkel dismissal kohlberg kravis roberts ball length delivery delivery short front foot fires throw drive defence mistimes third ground back end drive one good length full
437,narine to n ojha no run slightly shorter in length ojha cuts it to point it was the knuckle ball from narine narine to n ojha six nice sweep shot by ojha he sits on one knee and sweeps it over the deep backward square leg boundary it was a meaty blow by ojha he also kept his eyes on the ball to execute the shot to perfectionnarine to eoin morgan one run morgan camps back and pats it to short third man for a quick singlenarine to n ojha one run too straight from narine clipped to deep square leg the fielder at midwicket gives the chase but cant stop the two from stealing a single narine to n,sports eoin morgan fielder cricket fielding ojha ball shot over third man leg short stop mid-wicket square leg straight mid-wicket sweeps knee square deep man third eyes back quick two one backward stealing
438,ojha no run a hint of turn for narine ojha fails to connect with his tuck chawla to eoin morgan four morgan is unfurling a volley of eyecatching shots now he brings out his favourite shot the reverse sweep and it scurries to the third man boundary chawla to eoin morgan no run another googly from chawla morgan tries to heave it across the line and connects with thin air chawla to eoin morgan two runs chawla bowls this one short pulled to longon and good running between the wickets helps the pair to add two more runs to the tally chawla to n ojha three runs the googly that was misdirected ojha tries to,sports eoin morgan cricket indian premier league british people of irish descent eoin morgan eoin runs third man long-on running googly line reverse favourite man volley third turn pair two one shots good
439,flick and gets it off the inside part of the bat towards fine leg narine from short fine hounds it down and uses the boot to stop it from racing away to the boundary boards chawla to n ojha no run ojha stays back and pats this straighterone to coverpoint chawla to n ojha four drifting down leg ojha cracks the paddle sweep after sinking on one knee and the ball races away to the fine leg fencepiyush chawla rightarm leg break comes into the attack narine to eoin morgan no run morgan camps back and eases this shorter in length delivery towards point narine to,sports eoin morgan cricket stays ojha piyush chawla ball bat length delivery delivery off leg short stop right-arm fine leg drifting boundary straighter-one boot paddle knee back sinking one length
440,eoin morgan four almost a replica of the previous shot slower through the air from narine morgan picks the length in a flash and then cracks the lofted drive to the deep extra cover fence it crashed into the boundary boards on that occasion narine to eoin morgan four morgan has perhaps heard me saying that he is looking rusty here he plays a sparkling shot he uses the lofted drive and collects a boundary to deep extra cover narine to n ojha one run ojha stays slightly legside of the ball and cuts it to deep midwicket narine to n ojha no run narine keeps it on the stumps pushed down towards the coverregion,sports eoin morgan exorcism ojha flash ball cover pushed drive lofted drive boundary leg-side slower deep leg-side extra drive collects length previous air
441,narine to eoin morgan one run fullish and on the stumps morgan nicely flicks it to deep midwicket for a single a russell to n ojha no run good length delivery and on the stumps pushed to the left of the bowler who runs across and stops it a russell to n ojha no run too straight from russell ojha tucks it towards square leg a russell to n ojha four mediocred with width ojha opens the bat face and eases it down to the deep backward point fence nice timing and placement on that occasion a russell to n ojha no run a touch of width on offer ojha aims to play a halfhearted cut shot and connects,sports russell ojha square leg11.4a russell eoin morgan exorcism ojha shot bat runs length delivery delivery mid-wicket backward point cut shot straight mid-wicket point pushed timing flicks deep mid-wicket half-hearted square deep face good length backward play
442,with thin aira russell to n ojha two runs fullish and outside off drilled down to deep extra cover who runs around the boundary rope and makes a fine save to save a couple of runs a russell to n ojha two runs russell digs it short and gets good shoulder on it to bowl it outside off ojha still looks to hook but gets it high on the bat luckily for him it does not go to the man at deep midwicket and the pair pinch a couple of runs narine to eoin morgan no run flatter delivery and zooming in on the stumps morgan pushes it back towards the bowler narine to n ojha one run slower through the air and on offstump ojha,sports russell eoin morgan cricket sports teams dismissal ojha stump runs delivery short mid-wicket mid-wicket deep mid-wicket boundary shoulder bowl couple deep man extra back high pair good air
443,essays the punchy drive to longoff narine to n ojha no run this time ojha pats it down to coverpoint but cant breach the gap narine to n ojha no run flatter delivery and on the stumps defended off the front foot narine to eoin morgan one run he was lucky that it did not go straight into the hands of russell at point shorter in length morgan aims to cut and gets a topedge that falls in front of russell and the duo pinch a single narine to n ojha one run very full and on the stumps driven down to longoff ,sports russell eoin morgan exorcism ojha kohlberg kravis roberts finance delivery off front straight drive top-edge top-edge defended punchy drive hands falls full
444,a russell to eoin morgan no run fullish outside off driven towards midoff a russell to eoin morgan two runs short at the batsman morgan pulls off the splice wide of midwicket manages a couple of runsnaman ojha right handed bat comes to the creasea russell to deepak hooda out caught by u yadav andre russell strikes deepak hooda looked rusty and  t deepak hooda c u yadav b a russell  a russell to deepak hooda thats out caught ,sports russell eoin morgan deepak hooda cricket in india cricket hooda d umesh yadav off short splice wide off-cutter timing caught flick couple whip holed pulls one
445,a russell to deepak hooda no run digs it short just outside off hooda fetches the pull from there gets it off the bottom half towards short midwicketa russell to eoin morgan leg byes one run length delivery on legstump came later than morgan expected he wanted to flick but the ball brushes the thigh pad and trickles away towards cover  russell to deepak hooda one run short and wide punched square on the offsidethe first strategic timeout has been enforced narine to eoin morgan two runs tossed up on middle and leg morgan flicks wide of midon and calls for a double makes it,sports russell eoin morgan deepak hooda cricket indian premier league scoring hooda eoin morgan bye morgan jones leg bye ball length delivery delivery off leg short middle punched pull strategic time-out wide flicks pad flick square mid-on thigh first brushes trickles length half
446,with ease narine to eoin morgan no run aims for a reverse sweep and misses as the ball races past the topedge narine to deepak hooda one run fired full on off hooda advances and wrists through midwicket narine to eoin morgan one run shortish on legstump morgan glances past the keeper and sneaks a quick singlenarine to eoin morgan no run morgan prods forward and taps to backward point narine to deepak hoodaone run flattish on the stumps clipped wristily wide of midwicket,sports eoin morgan deepak hooda cricket hooda eoin morgan dismissal stump eoin ball wrists wide keeper fired misses reverse glances forward turn quick backward full
447, heres sunil narine after all those twists and turnsa russell to eoin morgan no run fraction full outside off driven nicely towards cover a russell to deepak hooda  run sits deep inside the crease and diverts this fullish ball wide of the keeper with an open bat face a russell to deepak hooda no run punched sweetly straight to cover a russell to deepak hooda no run the slower short,sports russell eoin morgan sunil narine deepak hooda cricket hooda sunil narine forms of cricket ball bat off right-arm crease punched straight wide keeper crease deep diverts start full
448,ball outside off deepak hooda jumps and seeks to go for a pull beaten by the slowness of the delivery a russell to deepak hooda no run stifled appeal for lbw but that would have gone over the stumps back of a length arrowed in on middle hooda fails to put bat to ball on the defence hit high on the pads a russell to eoin morgan one run starts with a misdirected slower ball down leg morgan tries to pull skews it off the bottom half to the right of uthappaandre russell rightarm fast comes into the attack shakib to eoin morgan one run shortish on middle worked away through midwicket ,sports russell eoin morgan deepak hooda cricket hooda sports dismissal ball bat over off right-arm beaten appeal hit down hit jumps high length half
449,shakib to deepak hooda one run  one run slips this one into the pads morgan drags the flick to backward square shakib to deepak hooda one run slider biffed down to longon shakib to eoin morgan one run full on middle and leg bunted down to longon shakib to eoin morgan no run quicker one on the stumps pushed back to the bowlerdeepak hooda right handed bat comes to the crease ,sports eoin morgan deepak hooda cricket indian premier league hooda eoin morgan eoin morgan kohlberg kravis roberts pitch delivery middle pushed drives wide slips flick back drives one backward full
450,uyadav to eoin morgan onerun too full on the pads morgan wrists to square leg and sets off u yadav to eoin morgan no run angled wider of off from a length morgan dabs with an open bat face towards backward point u yadav to henriques one run,sports eoin morgan cricket henriques surnames dismissal umesh bat over length delivery delivery off leg wrists middle square leg umpire flick appeal line square hit face hit late pinged good length backward full playing
451,on the stumps again henriques drives past morgan and hustles for a quick single u yadav to henriques no run length on middle and leg henriques ondrives and picks midon u yadav to henriques four length and ample width on offer henriques threw the kitchen sink and got a big outside edge which scorched through the third man region shakib to eoin morgan no run driven back to the bowler shakib to eoin morgan two runs ,sports eoin morgan cricket indian premier league henriques surnames sweep eoin over third man middle stumps drives edge top-edge reverse top-edge man third scorched back on-drives squeeze quick drives length backward
452,shakib to henriques one run clipped square on the legside shakib to henriques no runs   shakib to henriques no run the slider on the stumps bounces a tad extra and escapes past the outside edge henriques wanted to punch but was beaten the ball came quicker than he expected uthappa flicks the bails in a flash and goes for a halfhearted stumping appeal henriques foot was well grounded and not out flashes on the big screen shakib to eoin morgan one run looped up on off eased down to longonshakib al hasan,sports eoin morgan al hasan sports cricket equipment teams henriques surnames stump dismissal bail flash ball front foot out not out beaten flicks half-hearted misses stumping bails bounces square extra escapes grounded drifted punch late
453,leftarm orthodox comes into the attackshakib into the attack now u yadav to eoin morgan one run stumptostump line morgan tucks through midwicket and keeps strike u yadav to eoin morgan no run zipped off the surface from back of a length in the outside off zone morgan flashes and misses u yadav to eoin morgan two runs gets too straight this time morgan tickles it off his pads and picks a couple to fine leg u yadav to eoin morgan no run hurled wide of off from a length,sports hospitality eoin morgan cricket eoin morgan dismissal eoin morgan wicket bat off mid-wicket straight pads mid-wicket wide attack stump-to-stump couple piece zipped back
454,eoin morgan left handed bat comes to the creaseu yadav to warner out caught by suryakumar yadav and warner gone too openers back in the hutch now the offcutter around middle and leg warner makes room and tries to chip it over short extra cover u yadav to warner thats out caughtu yadav to warner four ,sports room and tries to chip david warner eoin morgan cricket indian premier league suryakumar yadav david warner ball bat over length delivery delivery short middle catch off-cutter dives caught catch room forward extra full-length back face good length backward
455,m morkel to henriques no run curled in on off from a length a nice straightbatted defence towards cover m morkel to henriques no run drops this fullish delivery with soft hands in front of cover m morkel to henriques ,sports morkel henriques pitch runs over delivery off front foot caught defence misses straight-batted hands previous backward
456, dhawan c uthappa b m morkel m morkel to dhawan thats out  caught m morkel to dhawan no run shortish outside off dhawan hops and punches with an open bat face towards backward point m morkel to dhawan no run better from morne dragged his length back and angled it across the lefthander dhawan aims a big whoosh sans any feet movement could only connect with thin airsome issues with the sightscreenm morkel to dhawan four,sports 3m cricket dhawan morkel morné bat top-edge top-edge dragged stuff leaps uppish back face one length feet backward
457, dhawan obliges and times the pants off a straight drive past the nonstriker and raced away u yadav to dhawan one run the customary dab down to third man to cap off the over u yadav to warner one run very full and on the pads the slower ball warner flicks behind square leg u yadav to warner two runs high in the air and well over midon tad fuller and straight warner miscued the loft but managed to get it over a backward sprinting midon u yadav to warner no run opens the bat face and,sports square leg1.4u yadav scotty styris bat over third man off straight flicks square loft man forward third pants face miscued sprinting high behind backward air full cap
